disease,symptom
脑脊液,脑脊髓膜浸润
脑脊液,脑脊液循环通路
牛带绦虫病,上半身正常，下半身肥胖型
牛带绦虫病,下身肥胖
牛带绦虫病,肥胖
牛带绦虫病,水、钠潴留性肥胖症
牛带绦虫病,上半身肥胖型
细粒棘球蚴病,脾肿大
细粒棘球蚴病,肝肿大
细粒棘球蚴病,腹痛
细粒棘球蚴病,恶心与呕吐
细粒棘球蚴病,腹泻
诺卡菌病,呕吐
诺卡菌病,抽筋
诺卡菌病,身痛
诺卡菌病,腹痛
诺卡菌病,脑膜刺激征
念珠菌病,念珠菌感染
念珠菌病,口腔难愈的白色片状物
念珠菌病,痰呈白色黏稠胶冻状
念珠菌病,皮肤轻度糜烂
念珠菌病,口腔溃疡
鹦鹉热,咳嗽
鹦鹉热,头痛
鹦鹉热,发热
卵巢功能缺如综合征,两性畸形
卵巢功能缺如综合征,眩晕
卵巢功能缺如综合征,头痛
卵巢功能缺如综合征,尿频伴尿急和尿痛
卵巢功能缺如综合征,卵巢缺如或发育不全
复发性外阴阴道念珠,口腔难愈的白色片状物
复发性外阴阴道念珠,皮肤轻度糜烂
复发性外阴阴道念珠,痰呈白色黏稠胶冻状
复发性外阴阴道念珠,脓性分泌物增多
复发性外阴阴道念珠,念珠菌感染
蛲虫性阴道炎,外阴痛
蛲虫性阴道炎,外阴瘙痒
蛲虫性阴道炎,腹痛
蛲虫性阴道炎,腹泻
蛲虫性阴道炎,阴道粘连甚至闭锁
女性生殖道多部位原,白色恶露
女性生殖道多部位原,腹痛
女性生殖道多部位原,阴道出血
尿道旁腺癌,尿道口出现结节状或红色的出血性肿物
尿道旁腺癌,尿道的条索状肿块
尿道旁腺癌,尿道局部肿胀
尿道旁腺癌,尿道结节
尿道旁腺癌,排尿困难及尿潴留
继发性女阴过度角化,外阴瘙痒
外阴黏膜白斑,疣状增殖
外阴黏膜白斑,血管萎缩性白斑
外阴黏膜白斑,粘膜充血
外阴黏膜白斑,外阴白斑
外阴黏膜白斑,鳞状细胞癌
黏多糖贮积症Ⅵ型,脊柱和四肢畸形
黏多糖贮积症Ⅵ型,体型异常
黏多糖贮积症Ⅵ型,角膜混浊
黏多糖贮积症Ⅵ型,溶酶体酶缺陷
黏多糖贮积症Ⅵ型,腕骨发育不全变形及掌骨呈棒状改变
黏多糖贮积症Ⅲ型,溶酶体酶缺陷
黏多糖贮积症Ⅲ型,新生儿反应低下
黏多糖贮积症Ⅲ型,痴呆
黏多糖贮积症Ⅲ型,脾肿大
黏多糖贮积症Ⅲ型,肝肿大
黏脂贮积症Ⅳ型,痴呆
黏脂贮积症Ⅳ型,角膜混浊
黏脂贮积症Ⅲ型,脊柱和四肢畸形
黏脂贮积症Ⅲ型,心脏杂音
黏脂贮积症Ⅲ型,体型异常
黏脂贮积症Ⅲ型,角膜混浊
黏脂贮积症Ⅲ型,串珠肋
黏脂贮积症Ⅱ型,脊柱和四肢畸形
黏脂贮积症Ⅱ型,体型异常
黏脂贮积症Ⅱ型,咳痰
黏脂贮积症Ⅰ型,惊厥
黏脂贮积症Ⅰ型,脊柱和四肢畸形
黏脂贮积症Ⅰ型,体型异常
黏脂贮积症Ⅰ型,共济失调
黏脂贮积症Ⅰ型,溶酶体酶缺陷
黏多糖贮积症Ⅷ型,溶酶体酶缺陷
黏多糖贮积症Ⅷ型,新生儿反应低下
黏多糖贮积症Ⅷ型,脾肿大
黏多糖贮积症Ⅷ型,肝肿大
黏多糖贮积症Ⅷ型,毛发异常
黏多糖贮积症Ⅶ型,新生儿反应低下
黏多糖贮积症Ⅶ型,脾肿大
黏多糖贮积症Ⅶ型,肝肿大
黏多糖贮积症Ⅶ型,胸廓异常
黏多糖贮积症Ⅶ型,体型异常
赖氏综合征,近迫性昏迷
赖氏综合征,胼胝体发育不良
赖氏综合征,肝细胞脂肪性变
赖氏综合征,滑脉
赖氏综合征,痰湿体质
呕吐物吸入,肺通气一血流比例失调
呕吐物吸入,进食呕吐
呕吐物吸入,呕吐
呕吐物吸入,呃逆
呕吐物吸入,胃食管反流症状
呕血与黑粪,消化道穿孔
呕血与黑粪,脉速而无力
呕血与黑粪,呕血
呕血与黑粪,排便感
呕血与黑粪,急性腹痛
偶发分枝杆菌感染,淋巴液流出
偶发分枝杆菌感染,继发感染
偶发分枝杆菌感染,舌质红绛
偶发分枝杆菌感染,脓肿 
偶发分枝杆菌感染,溃疡
呕吐,肾前性肾功能不全
呕吐,神经性呕吐
呕吐,小儿进食易呕吐
呕吐,低血容量休克
呕吐,脱水热
鳞状细胞癌,消瘦严重者呈”皮包骨头”样
鳞状细胞癌,瘫痪
鳞状细胞癌,淋巴结肿大
鳞状细胞癌,癌性发热
鳞状细胞癌,进行性消瘦
葡萄胎,胎儿水肿
葡萄胎,胎心音消失（无胎心音）
葡萄胎,胎心不规则
葡萄胎,胎儿心动过缓
葡萄胎,死胎
葡萄膜恶性黑色素瘤,色素沉着与色素减退
葡萄膜恶性黑色素瘤,色素性皮损
葡萄膜恶性黑色素瘤,自发性球内出血
葡萄膜恶性黑色素瘤,褪黑色素增多
葡萄膜恶性黑色素瘤,全身皮肤散在黑痣
平滑骨肉瘤,身痛
平滑骨肉瘤,发热
平滑骨肉瘤,儿童骨缺损
平滑骨肉瘤,侵蚀性骨破坏    
脾破裂,上腹部疼痛
脾破裂,突发性疼痛
脾破裂,腹腔积血
脾破裂,腹腔出血
脾破裂,低血容量休克
脾-肝综合征,气机不畅
脾-肝综合征,局部压痛
脾-肝综合征,红细胞寿命缩短
脾-肝综合征,血气坏败
脾-肝综合征,红细胞分布宽度偏低
皮脂腺痣,皮肤多痣
皮脂腺痣,回声阴影
皮脂腺痣,不典型增生
皮脂腺痣,皮下脂肪粒
皮脂腺痣,遇冷后排汗增多
皮样囊肿,腰背部有皮毛窦
皮样囊肿,腹股沟区可复性肿块
皮样囊肿,皮肤粘连
皮样囊肿,眉弓囊肿
皮样囊肿,皮肤疖痈
盆腔淤血综合征,腰骶部酸痛
盆腔淤血综合征,瘀血性痛经
盆腔淤血综合征,低位腰痛
盆腔淤血综合征,坐骨大小孔区出现压痛
盆腔淤血综合征,盆腔沉重感
盆腔腹膜炎,创伤性宫腔粘连
盆腔腹膜炎,子宫性闭经
盆腔腹膜炎,女性小腹疼痛
盆腔腹膜炎,发热
盆腔腹膜炎,腹痛
盆底痉挛综合症,婴儿痉挛症
盆底痉挛综合症,阵挛
盆底痉挛综合症,便血
盆底痉挛综合症,胃肠气胀
盆底痉挛综合症,便秘
泡性角结膜炎,上睑黄白色小点
泡性角结膜炎,目垢增多
泡性角结膜炎,新生儿脓漏眼
泡性角结膜炎,结膜乳头增生
泡性角结膜炎,眼部感染
盘状红斑狼疮,反复高热
盘状红斑狼疮,腹痛
盘状红斑狼疮,恶心与呕吐
盘状红斑狼疮,呼吸异常
盘状红斑狼疮,腹泻
膀胱外翻,体型异常
膀胱瘘,尿失禁与遗尿
膀胱瘘,膀胱阴道瘘
膀胱瘘,尿道瘘
膀胱颈挛缩,女性膀胱颈梗阻
膀胱颈挛缩,阵挛
膀胱颈挛缩,尿道内口呈漏斗样改变
膀胱颈挛缩,排尿困难及尿潴留
泡性眼炎,眼球内积脓而失明
泡性眼炎,烂眼边
泡性眼炎,眼干涩酸胀，易疲劳
泡性眼炎,囊肿
泡性眼炎,眼痛
偏头痛,双侧头痛
偏头痛,颅内头痛
偏头痛,颅外头痛
偏头痛,枕部疼痛
偏头痛,额部疼痛
破水,黏膜损害
破水,腹痛
破水,阴道出血
破水,胎膜破裂
破水,无宫缩间歇
盆腔炎,卵泡囊肿
盆腔炎,输卵管粘连
盆腔炎,月经时多时少且淋漓不断
盆腔炎,盆腔积液
盆腔炎,盆腔坠痛
皮肤囊肿,囊肿
皮肤囊肿,结节
皮肤囊肿,真皮侵袭性生长
膀胱结石,排出结石
膀胱结石,血尿
膀胱结石,尿频伴尿急和尿痛
膀胱结石,腰部钝痛
膀胱结石,突发性绞痛
脾功能亢进,脾肾阳虚
脾功能亢进,脾湿
脾功能亢进,鼻子黄色或棕色
脾功能亢进,腹腔积血
脾功能亢进,脾功能亢进
吸收不良综合征,贫血
吸收不良综合征,胃肠气胀
吸收不良综合征,恶心与呕吐
吸收不良综合征,咽炎、舌炎、龈炎
吸收不良综合征,少尿
膀胱损伤,上尿路结构和功能损害
膀胱损伤,腰大肌阴影消失
膀胱损伤,女性膀胱颈梗阻
膀胱损伤,身痛
膀胱损伤,休克
皮下脂质肉芽肿病,身痛
皮下脂质肉芽肿病,结节
皮下脂质肉芽肿病,皮肤的非干酪性肉芽肿
皮下脂质肉芽肿病,进行性肉芽性溃疡坏死
皮下脂质肉芽肿病,单发性坚实性结节
坐骨神经痛,耳顶线以下至发际处痛觉过敏或减退
坐骨神经痛,腰部僵直感
坐骨神经痛,臀部疼痛
坐骨神经痛,感觉过敏
坐骨神经痛,放射性疼痛
多发性肌炎,不能露齿及突唇
多发性肌炎,不能露齿及突唇
多发性肌炎,眼睑呈紫红色
多发性肌炎,转氨酶增高
多发性肌炎,“鸭步”步态
过敏性紫癜,休克
过敏性紫癜,全身性血管损害
过敏性紫癜,色素异常
过敏性紫癜,关节疼痛
过敏性紫癜,腹痛
贫血,排痰无力
贫血,过度换气引起晕厥
贫血,急性病容
贫血,水冲脉
贫血,胃慢性出血
膀胱炎,排尿疼痛
膀胱炎,泌尿系感染
膀胱炎,白细胞尿
膀胱炎,女性膀胱颈梗阻
膀胱炎,尿痛
破伤风,苦笑面容
破伤风,牙关紧闭
破伤风,喉头痉挛
破伤风,双眼抽搐
破伤风,全身骨骼肌痉挛
皮肌炎,胸肌萎缩
皮肌炎,抗Jo-1抗体阳性
皮肌炎,肌肉紧张性疼痛
皮肌炎,流行性肌痛
皮肌炎,眼睑呈紫红色
多房棘球蚴病,腹部肿块
多房棘球蚴病,肝肿大
多房棘球蚴病,腹水
皮肤幼虫移行症,丘疹
皮肤幼虫移行症,水泡
皮肤幼虫移行症,手部急性化脓性感染
皮肤幼虫移行症,匐行疹
皮肤幼虫移行症,瘙痒
品他病,色素异常
品他病,丘疹
葡萄球菌性食物中毒,脱水
葡萄球菌性食物中毒,腹痛
葡萄球菌性食物中毒,恶心与呕吐
葡萄球菌性食物中毒,腹泻
葡萄球菌性食物中毒,食物过敏
葡萄球菌中毒性休克,关节疼痛
葡萄球菌中毒性休克,腹泻
葡萄球菌中毒性休克,晕厥
葡萄球菌中毒性休克,头痛
葡萄球菌中毒性休克,疲劳
单纯疱疹性脑炎,身痛
单纯疱疹性脑炎,感觉障碍
单纯疱疹性脑炎,脑膜刺激征
单纯疱疹性脑炎,昏迷
单纯疱疹性脑炎,晕厥
脾动脉瘤,动作样壁
脾动脉瘤,腹腔出血
脾动脉瘤,腹腔积血
脾动脉瘤,左侧卧时右腰呈空音，右侧卧时左腰呈浊音
脾动脉瘤,脾肿大
脾脏转移性肿瘤,贫血
脾脏转移性肿瘤,脾肿大
脾脏转移性肿瘤,腹部肿块
脾脏转移性肿瘤,腹痛
脾脏转移性肿瘤,发热
脾脏原发性恶性肿瘤,瘤体牵拉
脾脏原发性恶性肿瘤,重度痛
脾脏原发性恶性肿瘤,心包转移
脾脏原发性恶性肿瘤,心脏转移
脾脏原发性恶性肿瘤,腹腔积血
脾良性肿瘤,贫血
脾良性肿瘤,腹部肿块
脾良性肿瘤,心悸
脾良性肿瘤,左侧卧时右腰呈空音，右侧卧时左腰呈浊音
脾良性肿瘤,腹腔出血
脾囊肿,气机不畅
脾囊肿,上腹部肿块及腹胀
脾囊肿,腹腔积血
脾囊肿,腹腔出血
脾囊肿,脾栓塞
盆腔结缔组织炎,下腹坠胀
盆腔结缔组织炎,月经期间腰疼
盆腔结缔组织炎,瘀血性痛经
盆腔结缔组织炎,盆腔脓肿
盆腔结缔组织炎,大阴唇或肛门大小不等、质软无压痛包块
盆腔炎性肿块,反射性腰痛
盆腔炎性肿块,月经量多
盆腔炎性肿块,腹痛
盆腔炎性肿块,盆腔肿块
盆腔炎性肿块,白带
阴道前壁膨出,性交疼痛 
阴道前壁膨出,尿失禁与遗尿
阴道前壁膨出,排尿困难及尿潴留
阴道前壁膨出,阴道闭锁
阴道前壁膨出,阴道横隔
盆腔脓肿,盆腔脓肿
盆腔脓肿,呕吐
盆腔脓肿,脓肿 
盆腔脓肿,腹痛
盆腔脓肿,恶心与呕吐
外阴佩吉特病,外阴痛
外阴佩吉特病,外阴瘙痒
外阴佩吉特病,湿疹
皮肤白细胞破碎性血,"全身,血疱"
皮肤白细胞破碎性血,瘙痒
皮肤白细胞破碎性血,溃疡
皮肤白细胞破碎性血,风团
皮肤白细胞破碎性血,结节
疱疹样脓疱病,阴部皮肤潮红
疱疹样脓疱病,剧痒
疱疹样脓疱病,下唇微痒增大如蚕茧硬结
疱疹样脓疱病,痛性溃疡和渗出恶臭的黄绿色脓液
疱疹样脓疱病,妊娠时皮肤皱褶处小脓疱
融合性网状乳头瘤病,乳头样增生变化
融合性网状乳头瘤病,瘙痒
融合性网状乳头瘤病,丘疹
融合性网状乳头瘤病,色素异常
铍及其化合物引起的,溃疡
铍及其化合物引起的,斑疹
卡波西水痘样疹,恶心与呕吐
卡波西水痘样疹,色素异常
卡波西水痘样疹,疱疹
卡波西水痘样疹,斑疹
卡波西水痘样疹,发热
B疱疹病毒感染,头痛
B疱疹病毒感染,斑疹
B疱疹病毒感染,发热
B疱疹病毒感染,胸骨压痛
B疱疹病毒感染,淋巴液流出
膀胱脱垂,便秘
膀胱脱垂,尿失禁与遗尿
膀胱脱垂,产后小便频数或小便失禁
膀胱葡萄状肉瘤,膀胱结石
膀胱葡萄状肉瘤,肌肉硬结
膀胱葡萄状肉瘤,血尿
膀胱葡萄状肉瘤,排尿困难及尿潴留
膀胱葡萄状肉瘤,尿频伴尿急和尿痛
膀胱平滑肌瘤,血尿
膀胱平滑肌瘤,排尿困难及尿潴留
膀胱平滑肌瘤,尿频伴尿急和尿痛
膀胱平滑肌瘤,膀胱结石
膀胱平滑肌瘤,核分裂象增多
膀胱移行细胞癌,膀胱结石
膀胱移行细胞癌,贫血
膀胱移行细胞癌,血尿
膀胱白斑病,骶骨发育不良
膀胱白斑病,血尿
膀胱白斑病,发热
膀胱白斑病,尿频伴尿急和尿痛
膀胱白斑病,血管萎缩性白斑
膀胱尿道异物,脓尿
膀胱尿道异物,血尿
膀胱尿道异物,尿失禁与遗尿
膀胱尿道异物,膀胱结石
膀胱尿道异物,骶骨发育不良
先天性膀胱颈挛缩,骶骨发育不良
先天性膀胱颈挛缩,尿道瓣
先天性膀胱颈挛缩,尿失禁
先天性膀胱颈挛缩,慢性肾衰竭
泄殖腔外翻,外阴痛
膀胱憩室,骶骨发育不良
膀胱憩室,尿道瓣
膀胱憩室,血尿
膀胱憩室,尿频伴尿急和尿痛
膀胱憩室,膀胱憩室
膀胱不发育与发育不,骶骨发育不良
膀胱不发育与发育不,尿失禁与遗尿
膀胱不发育与发育不,夜尿增多
偏执状态,心理年龄大于生理年龄
偏执状态,偏执性妄想
偏执状态,类偏狂
偏执状态,情绪性进食
偏执状态,幻觉
偏执狂,类偏狂
偏执狂,幻觉
偏执狂,被窃或疑病妄想
偏执狂,病态欣快感
偏执狂,情感高涨
贫血伴发的精神障碍,痴呆
贫血伴发的精神障碍,幻觉
贫血伴发的精神障碍,贫血
贫血伴发的精神障碍,气息异常
贫血伴发的精神障碍,食欲异常
品行障碍,冲动毁物
品行障碍,品行障碍
品行障碍,偏执性妄想
品行障碍,无用感
品行障碍,无助感
帕金森病性痴呆,癔症步态
帕金森病性痴呆,运动功能障碍疾病
帕金森病性痴呆,痴呆面容
帕金森病性痴呆,网眼样痴呆
帕金森病性痴呆,血管性痴呆
皮克病性痴呆,抑郁
皮克病性痴呆,痴呆
皮克病性痴呆,讷吃
皮克病性痴呆,无运动或感觉障碍的运用不能
皮克病性痴呆,伸舌样痴呆
斑疹伤寒立克次体肺,高热寒战
斑疹伤寒立克次体肺,呼吸衰竭
斑疹伤寒立克次体肺,胸腔积液
斑疹伤寒立克次体肺,胸痛
斑疹伤寒立克次体肺,啰音
葡萄球菌肺炎,咳血痰
葡萄球菌肺炎,肺部感染
葡萄球菌肺炎,叶间裂常呈弧形下坠
葡萄球菌肺炎,肺通气一血流比例失调
葡萄球菌肺炎,胸痛
胼胝,皮肤硬化
平底足,足内翻
平底足,足底和足背浮肿
平底足,扁平足
平底足,鸡眼
平底足,足畸形
葡萄糖磷酸异构酶缺,贫血
葡萄糖磷酸异构酶缺,黄疸
葡萄糖磷酸异构酶缺,脾肿大
葡萄糖磷酸异构酶缺,水肿
葡萄糖磷酸异构酶缺,肝糖异生增加
皮肤子宫内膜异位症,结节
皮肤子宫内膜异位症,阴道出血
皮肤子宫内膜异位症,腹胀
皮肤子宫内膜异位症,子宫呈横椭圆形
皮肤子宫内膜异位症,抗内膜抗体阳性    
皮肤神经瘤,肢体或躯干麻木
皮肤神经瘤,神经痛
皮肤神经瘤,结节
皮肤神经瘤,丘疹
皮肤神经瘤,神经纤维过度生长
皮肤骨髓纤维化,红色或紫色，稍高起的丘疹或结节
皮肤骨髓纤维化,结节
皮肤骨髓纤维化,丘疹
皮肤骨髓纤维化,斑疹
皮肤骨髓纤维化,脾肿大
皮肤白血病,溃疡
皮肤白血病,结节
皮肤白血病,丘疹
皮肤白血病,皮肤呈苍白色
皮肤白血病,继发感染
皮肤T细胞淋巴样增,髓质增生
皮肤T细胞淋巴样增,指甲末端呈直线形
皮肤T细胞淋巴样增,结节
皮肤T细胞淋巴样增,丘疹
皮肤T细胞淋巴样增,斑疹
皮肤B细胞淋巴样结,结节
皮肤B细胞淋巴样结,丘疹
皮肤B细胞淋巴样结,淋巴结肿大
皮肤B细胞淋巴样结,髓质增生
皮肤B细胞淋巴样结,凹陷瘢痕
皮肤淋巴肉芽肿病,环状肉芽肿
皮肤淋巴肉芽肿病,进行性肉芽性溃疡坏死
皮肤淋巴肉芽肿病,皮肤的非干酪性肉芽肿
皮肤淋巴肉芽肿病,指甲末端呈直线形
皮肤淋巴肉芽肿病,瘙痒
佩吉特病样网状细胞,髓质增生
佩吉特病样网状细胞,斑疹
皮肤纤毛囊肿,毛囊角栓
皮肤纤毛囊肿,囊肿
皮肤纤毛囊肿,皮肤粘连
皮脂囊肿病,眉弓囊肿
皮脂囊肿病,囊肿
皮脂囊肿病,结节
皮脂囊肿病,皮肤粘连
皮肤淋巴细胞浸润症,皮肤钙沉着
皮肤淋巴细胞浸润症,斑疹
皮下脂肪肉芽肿,结节
皮下脂肪肉芽肿,进行性肉芽性溃疡坏死
皮下脂肪肉芽肿,皮肤的非干酪性肉芽肿
皮下脂肪肉芽肿,脂肪组织增生肥大
皮下脂肪肉芽肿,肥胖并痛性结节或脂肪块
皮肤松垂,水肿
皮肤松垂,皮肤松弛起皱
皮肤松垂,皮肤钙沉着
皮肤松垂,额头皱纹突然增加
皮肤松垂,眼嘴的细小皱纹
皮层性多汗症,出汗异常
皮层性多汗症,情绪性多汗症
皮层性多汗症,腋窝多汗
皮层性多汗症,虚汗
皮层性多汗症,睡觉后全身大汗淋漓
脯肽酶缺乏症,骨质疏松
脯肽酶缺乏症,溃疡
脯肽酶缺乏症,丘疹
脯肽酶缺乏症,色素异常
脯肽酶缺乏症,紫绀
皮肤卟啉病,皮肤丰满度丧失
皮肤卟啉病,尿中有较多尿卟啉
皮肤卟啉病,皮肤脆性增加
皮肤卟啉病,贫血
皮肤卟啉病,皮肤硬化
原发性限局性皮肤淀,湿疹
原发性限局性皮肤淀,瘙痒
原发性限局性皮肤淀,色素异常
原发性限局性皮肤淀,鳞屑
原发性限局性皮肤淀,结节
脾大,左侧卧时右腰呈空音，右侧卧时左腰呈浊音
脾大,鼻子黄色或棕色
脾大,脾气虚
脾大,脾胃虚寒
脾大,巨脾症
盆底综合征,便秘
盆底综合征,类人猿型骨盆
盆底综合征,漏斗骨盆
接触性皮炎,季节性浅红斑片
接触性皮炎,皮炎
接触性皮炎,耳孔处肿物
接触性皮炎,皮质激素依赖
接触性皮炎,恶心与呕吐
雀斑,色素异常
雀斑,额头长痘
雀斑,皮肤黑斑
雀斑,皮肤色素沉着
雀斑,浅棕色斑点
缺血性视神经病变,头痛
缺血性视神经病变,眼痛
缺血性视神经病变,视力障碍
缺血性视神经病变,眼角膜反射消失
缺血性视神经病变,静息痛
缺血性肝炎,口唇发黄
缺血性肝炎,肝阴虚
缺血性肝炎,肝功能不全
缺血性肝炎,溴磺酞排泄延迟
缺血性肝炎,肝气不足
缺血缺氧性脑病,拥抱反射减弱或消失
缺血缺氧性脑病,脑缺氧
缺血缺氧性脑病,高颅压综合征
缺血缺氧性脑病,高碳酸血症
缺血缺氧性脑病,发绀
颧骨骨折,颧面部塌陷
颧骨骨折,身痛
颧骨骨折,吞咽困难
